200408 190408.410|CONFIG|Thread-2|setFileHandlers|Now logging to C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\pc2Client\bin\logs directory.
200408 191018.456|INFO|Thread-40|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2261 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191018.456|INFO|Thread-40|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2261, o#2261 ) handlePacket
200408 191018.456|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191018.456|INFO|Thread-40|dumpPacket|    To: TEAM1 @ site 1
200408 191018.456|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 288 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6863430ms from TEAM1 @ site 1 id Run--349545973456097142 problem BAI_13-2233288209864927321 lang C/C++-5815564170056165151
200408 191019.511|INFO|Thread-40|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2261 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191020.166|INFO|Thread-41|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2266 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191020.167|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #2266, o#2266 ) recieveObject
200408 191020.167|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191020.167|INFO|Thread-41|dumpPacket|    To: TEAM1 @ site 1
200408 191020.168|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--2125387864968625788
200408 191020.168|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 288 JUDGED 114 min 6863430ms from TEAM1 @ site 1 id Run--349545973456097142 problem BAI_13-2233288209864927321 lang C/C++-5815564170056165151
200408 191020.168|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191020.168|INFO|Thread-41|info|handlePacket start Packet[RUN_JUDGEMENT] #2266 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191020.169|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #2266, o#2266 ) handlePacket
200408 191020.169|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191020.169|INFO|Thread-41|dumpPacket|    To: TEAM1 @ site 1
200408 191020.169|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--2125387864968625788
200408 191020.170|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 288 JUDGED 114 min 6863430ms from TEAM1 @ site 1 id Run--349545973456097142 problem BAI_13-2233288209864927321 lang C/C++-5815564170056165151
200408 191020.170|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191021.541|INFO|Thread-41|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 288 JUDGED 114 min 6863430ms from TEAM1 @ site 1 id Run--349545973456097142 problem BAI_13-2233288209864927321 lang C/C++-5815564170056165151; runFiles=null
200408 191021.541|INFO|Thread-41|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200408 191021.541|INFO|Thread-41|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2266 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191031.487|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI 14 C/C++ file: C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\Contest1\14.cpp
200408 191031.493|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #15 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191031.494|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #15 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191031.636|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2274 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191031.637|INFO|Thread-43|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2274, o#2274 ) recieveObject
200408 191031.637|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191031.638|INFO|Thread-43|dumpPacket|    To: TEAM1 @ site 1
200408 191031.638|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 290 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6876617ms from TEAM1 @ site 1 id Run-2030873794211494949 problem BAI_14-5559515091702485347 lang C/C++-5815564170056165151
200408 191031.638|INFO|Thread-43|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2274 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191031.639|INFO|Thread-43|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2274, o#2274 ) handlePacket
200408 191031.639|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191031.639|INFO|Thread-43|dumpPacket|    To: TEAM1 @ site 1
200408 191031.640|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 290 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6876617ms from TEAM1 @ site 1 id Run-2030873794211494949 problem BAI_14-5559515091702485347 lang C/C++-5815564170056165151
200408 191032.913|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2274 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191032.937|INFO|Thread-44|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2280 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191032.937|INFO|Thread-44|dumpPacket|Packet RUN_JUDGEMENT (Seq #2280, o#2280 ) recieveObject
200408 191032.937|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191032.937|INFO|Thread-44|dumpPacket|    To: TEAM1 @ site 1
200408 191032.937|INFO|Thread-44|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--2724864843507639708
200408 191032.938|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 290 JUDGED 114 min 6876617ms from TEAM1 @ site 1 id Run-2030873794211494949 problem BAI_14-5559515091702485347 lang C/C++-5815564170056165151
200408 191032.938|INFO|Thread-44|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191032.938|INFO|Thread-44|info|handlePacket start Packet[RUN_JUDGEMENT] #2280 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191032.938|INFO|Thread-44|dumpPacket|Packet RUN_JUDGEMENT (Seq #2280, o#2280 ) handlePacket
200408 191032.938|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191032.938|INFO|Thread-44|dumpPacket|    To: TEAM1 @ site 1
200408 191032.938|INFO|Thread-44|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--2724864843507639708
200408 191032.938|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 290 JUDGED 114 min 6876617ms from TEAM1 @ site 1 id Run-2030873794211494949 problem BAI_14-5559515091702485347 lang C/C++-5815564170056165151
200408 191032.938|INFO|Thread-44|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191034.010|INFO|Thread-44|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 290 JUDGED 114 min 6876617ms from TEAM1 @ site 1 id Run-2030873794211494949 problem BAI_14-5559515091702485347 lang C/C++-5815564170056165151; runFiles=null
200408 191034.010|INFO|Thread-44|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200408 191034.011|INFO|Thread-44|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2280 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191040.469|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI 15 C/C++ file: C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\Contest1\15.cpp
200408 191040.475|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #16 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191040.475|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #16 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191040.607|INFO|Thread-46|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2282 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191040.607|INFO|Thread-46|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2282, o#2282 ) recieveObject
200408 191040.608|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191040.608|INFO|Thread-46|dumpPacket|    To: TEAM1 @ site 1
200408 191040.609|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 291 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6885617ms from TEAM1 @ site 1 id Run-7033330062996930021 problem BAI_15-3445177710281048705 lang C/C++-5815564170056165151
200408 191040.609|INFO|Thread-46|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2282 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191040.610|INFO|Thread-46|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2282, o#2282 ) handlePacket
200408 191040.610|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191040.610|INFO|Thread-46|dumpPacket|    To: TEAM1 @ site 1
200408 191040.610|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 291 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6885617ms from TEAM1 @ site 1 id Run-7033330062996930021 problem BAI_15-3445177710281048705 lang C/C++-5815564170056165151
200408 191041.465|INFO|Thread-46|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2282 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191042.149|INFO|Thread-47|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2287 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191042.149|INFO|Thread-47|dumpPacket|Packet RUN_JUDGEMENT (Seq #2287, o#2287 ) recieveObject
200408 191042.150|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191042.150|INFO|Thread-47|dumpPacket|    To: TEAM1 @ site 1
200408 191042.150|INFO|Thread-47|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--7424857345484151400
200408 191042.150|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 291 JUDGED 114 min 6885617ms from TEAM1 @ site 1 id Run-7033330062996930021 problem BAI_15-3445177710281048705 lang C/C++-5815564170056165151
200408 191042.150|INFO|Thread-47|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191042.150|INFO|Thread-47|info|handlePacket start Packet[RUN_JUDGEMENT] #2287 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191042.150|INFO|Thread-47|dumpPacket|Packet RUN_JUDGEMENT (Seq #2287, o#2287 ) handlePacket
200408 191042.151|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191042.151|INFO|Thread-47|dumpPacket|    To: TEAM1 @ site 1
200408 191042.151|INFO|Thread-47|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--7424857345484151400
200408 191042.151|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 291 JUDGED 114 min 6885617ms from TEAM1 @ site 1 id Run-7033330062996930021 problem BAI_15-3445177710281048705 lang C/C++-5815564170056165151
200408 191042.151|INFO|Thread-47|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191042.805|INFO|Thread-47|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 291 JUDGED 114 min 6885617ms from TEAM1 @ site 1 id Run-7033330062996930021 problem BAI_15-3445177710281048705 lang C/C++-5815564170056165151; runFiles=null
200408 191042.805|INFO|Thread-47|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200408 191042.806|INFO|Thread-47|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2287 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191054.018|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI 16 C/C++ file: C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\Contest1\16.cpp
200408 191054.054|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #17 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191054.055|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #17 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191054.170|INFO|Thread-49|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2303 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191054.171|INFO|Thread-49|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2303, o#2303 ) recieveObject
200408 191054.171|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191054.171|INFO|Thread-49|dumpPacket|    To: TEAM1 @ site 1
200408 191054.172|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 294 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6899179ms from TEAM1 @ site 1 id Run--602123757506971977 problem BAI_16-4356944965370187824 lang C/C++-5815564170056165151
200408 191054.172|INFO|Thread-49|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2303 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191054.172|INFO|Thread-49|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2303, o#2303 ) handlePacket
200408 191054.173|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191054.173|INFO|Thread-49|dumpPacket|    To: TEAM1 @ site 1
200408 191054.173|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 294 QUEUED_FOR_COMPUTER_JUDGEMENT 114 min 6899179ms from TEAM1 @ site 1 id Run--602123757506971977 problem BAI_16-4356944965370187824 lang C/C++-5815564170056165151
200408 191055.029|INFO|Thread-49|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2303 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191055.886|INFO|Thread-50|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2307 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191055.886|INFO|Thread-50|dumpPacket|Packet RUN_JUDGEMENT (Seq #2307, o#2307 ) recieveObject
200408 191055.887|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191055.887|INFO|Thread-50|dumpPacket|    To: TEAM1 @ site 1
200408 191055.888|INFO|Thread-50|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--6670878553693462782
200408 191055.888|INFO|Thread-50|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 294 JUDGED 114 min 6899179ms from TEAM1 @ site 1 id Run--602123757506971977 problem BAI_16-4356944965370187824 lang C/C++-5815564170056165151
200408 191055.889|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191055.889|INFO|Thread-50|info|handlePacket start Packet[RUN_JUDGEMENT] #2307 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191055.889|INFO|Thread-50|dumpPacket|Packet RUN_JUDGEMENT (Seq #2307, o#2307 ) handlePacket
200408 191055.890|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191055.890|INFO|Thread-50|dumpPacket|    To: TEAM1 @ site 1
200408 191055.891|INFO|Thread-50|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--6670878553693462782
200408 191055.892|INFO|Thread-50|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 294 JUDGED 114 min 6899179ms from TEAM1 @ site 1 id Run--602123757506971977 problem BAI_16-4356944965370187824 lang C/C++-5815564170056165151
200408 191055.892|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191056.713|INFO|Thread-50|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 294 JUDGED 114 min 6899179ms from TEAM1 @ site 1 id Run--602123757506971977 problem BAI_16-4356944965370187824 lang C/C++-5815564170056165151; runFiles=null
200408 191056.713|INFO|Thread-50|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200408 191056.714|INFO|Thread-50|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2307 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191104.130|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI 17 C/C++ file: C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\Contest1\17.cpp
200408 191104.170|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #18 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191104.171|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #18 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191104.285|INFO|Thread-52|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2309 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191104.285|INFO|Thread-52|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2309, o#2309 ) recieveObject
200408 191104.286|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191104.286|INFO|Thread-52|dumpPacket|    To: TEAM1 @ site 1
200408 191104.286|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 295 QUEUED_FOR_COMPUTER_JUDGEMENT 115 min 6909303ms from TEAM1 @ site 1 id Run-3517202578973506016 problem BAI_17--8900354152918913823 lang C/C++-5815564170056165151
200408 191104.286|INFO|Thread-52|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2309 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191104.286|INFO|Thread-52|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2309, o#2309 ) handlePacket
200408 191104.286|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191104.287|INFO|Thread-52|dumpPacket|    To: TEAM1 @ site 1
200408 191104.288|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 295 QUEUED_FOR_COMPUTER_JUDGEMENT 115 min 6909303ms from TEAM1 @ site 1 id Run-3517202578973506016 problem BAI_17--8900354152918913823 lang C/C++-5815564170056165151
200408 191105.149|INFO|Thread-52|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2309 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191108.524|INFO|Thread-53|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2317 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191108.524|INFO|Thread-53|dumpPacket|Packet RUN_JUDGEMENT (Seq #2317, o#2317 ) recieveObject
200408 191108.524|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191108.524|INFO|Thread-53|dumpPacket|    To: TEAM1 @ site 1
200408 191108.525|INFO|Thread-53|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--8992711601387880648
200408 191108.525|INFO|Thread-53|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 295 JUDGED 115 min 6909303ms from TEAM1 @ site 1 id Run-3517202578973506016 problem BAI_17--8900354152918913823 lang C/C++-5815564170056165151
200408 191108.525|INFO|Thread-53|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191108.525|INFO|Thread-53|info|handlePacket start Packet[RUN_JUDGEMENT] #2317 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191108.525|INFO|Thread-53|dumpPacket|Packet RUN_JUDGEMENT (Seq #2317, o#2317 ) handlePacket
200408 191108.526|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191108.526|INFO|Thread-53|dumpPacket|    To: TEAM1 @ site 1
200408 191108.526|INFO|Thread-53|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-1095825832858291739 id JudgementRecord--8992711601387880648
200408 191108.526|INFO|Thread-53|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 295 JUDGED 115 min 6909303ms from TEAM1 @ site 1 id Run-3517202578973506016 problem BAI_17--8900354152918913823 lang C/C++-5815564170056165151
200408 191108.527|INFO|Thread-53|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200408 191109.428|INFO|Thread-53|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 295 JUDGED 115 min 6909303ms from TEAM1 @ site 1 id Run-3517202578973506016 problem BAI_17--8900354152918913823 lang C/C++-5815564170056165151; runFiles=null
200408 191109.428|INFO|Thread-53|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200408 191109.428|INFO|Thread-53|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2317 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191118.064|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI 18 C/C++ file: C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\Contest1\18.cpp
200408 191118.082|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #19 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191118.082|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #19 TEAM1 @ site 1 -> SERVER0 @ site 1
200408 191118.194|INFO|Thread-55|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2329 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191118.194|INFO|Thread-55|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2329, o#2329 ) recieveObject
200408 191118.194|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191118.194|INFO|Thread-55|dumpPacket|    To: TEAM1 @ site 1
200408 191118.195|INFO|Thread-55|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 298 QUEUED_FOR_COMPUTER_JUDGEMENT 115 min 6923209ms from TEAM1 @ site 1 id Run-2552620765872579448 problem BAI_18--3816355879374512300 lang C/C++-5815564170056165151
200408 191118.195|INFO|Thread-55|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2329 SERVER0 @ site 1 -> TEAM1 @ site 1
200408 191118.195|INFO|Thread-55|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2329, o#2329 ) handlePacket
200408 191118.196|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-7273615177002489717)
200408 191118.196|INFO|Thread-55|dumpPacket|    To: TEAM1 @ site 1
200408 191118.197|INFO|Thread-55|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 298 QUEUED_FOR_COMPUTER_JUDGEMENT 115 min 6923209ms from TEAM1 @ site 1 id Run-2552620765872579448 problem BAI_18--3816355879374512300 lang C/C++-5815564170056165151
